panelist-id,age,gender,children,marital,Household Size,Social Class,Working Status,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type
51447,45-64,F,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93353,45-64,F,0,single,1 person,C2,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
51966,45-64,M,0,married,3 people,D,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
82032,25-34,M,0,single,3 people,D,8-29 hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
14072,25-34,F,1,single,6 people,D,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
42126,45-64,M,0,single,1 person,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
60759,45-64,M,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
11182,45-64,F,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
52260,45-64,M,0,married,2 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
23520,45-64,F,0,married,3 people,AB,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
67382,45-64,M,0,married,3 people,AB,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
44313,16-24,M,0,single,3 people,AB,f.t. education / under school,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
85481,45-64,F,1,single,4 people,E,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
82363,35-44,M,1,single,4 people,E,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
83960,25-34,M,1,single,4 people,E,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
34040,45-64,F,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
47333,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
31865,45-64,F,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
13486,35-44,F,1,married,4 people,C1,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
36784,35-44,M,1,married,4 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
44703,45-64,F,0,married,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
45183,45-64,M,0,married,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
74951,45-64,M,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
72834,45-64,F,0,single,2 people,E,No paid work,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
67685,16-24,F,0,single,2 people,E,f.t. education / under school,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
22764,45-64,F,0,single,1 person,C1,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
57567,45-64,M,0,single,1 person,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
62644,45-64,F,0,single,1 person,E,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
25462,45-64,M,0,married,3 people,E,No paid work,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
31973,25-34,M,0,single,3 people,E,No paid work,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
24438,35-44,F,1,married,3 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
32483,35-44,M,1,married,3 people,C1,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
33394,45-64,F,0,married,3 people,C2,8-29 hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
42279,45-64,M,0,married,3 people,C2,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
10752,25-34,M,0,single,3 people,C2,f.t. education / under school,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
74455,35-44,M,2,married,4 people,E,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
62516,25-34,F,2,married,4 people,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
91939,45-64,F,0,single,1 person,D,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
51912,25-34,F,0,single,2 people,E,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
74403,45-64,F,2,single,3 people,E,No paid work,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
64336,45-64,F,0,married,2 people,AB,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
87185,25-34,F,0,married,2 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
57885,25-34,F,0,single,2 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
15784,45-64,M,0,single,1 person,C2,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
15501,45-64,F,0,married,5 people,C2,No paid work,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
65440,35-44,M,0,married,5 people,C2,30+ hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
22181,16-24,M,0,single,5 people,C2,f.t. education / under school,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
52711,16-24,F,0,single,5 people,C2,f.t. education / under school,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
55711,16-24,F,0,single,5 people,C2,f.t. education / under school,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
31956,35-44,M,1,married,3 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
33245,25-34,F,1,married,3 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
33377,25-34,F,0,married,2 people,D,8-29 hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
44020,25-34,M,0,married,2 people,D,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
71781,45-64,F,1,married,4 people,C1,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93315,45-64,M,1,married,4 people,C1,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
90725,16-24,F,1,single,4 people,C1,f.t. education / under school,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
73204,25-34,F,2,married,4 people,C2,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
72733,25-34,M,2,married,4 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
93469,35-44,M,1,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
44431,45-64,F,1,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
84710,25-34,M,2,married,5 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
84647,25-34,F,2,married,5 people,C1,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
33838,45-64,M,0,married,3 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
90324,45-64,F,0,married,3 people,AB,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
13911,16-24,M,0,single,3 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
20760,45-64,F,0,married,2 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
56355,45-64,M,0,married,2 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
83135,45-64,F,0,married,4 people,AB,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
91019,45-64,M,0,married,4 people,AB,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
22626,25-34,F,0,single,4 people,AB,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
73073,16-24,F,0,single,4 people,AB,f.t. education / under school,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
95444,45-64,F,0,married,2 people,AB,8-29 hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
14252,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
51380,25-34,F,0,single,3 people,AB,8-29 hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
35782,45-64,F,0,married,3 people,C2,No paid work,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
10730,45-64,M,0,married,3 people,C2,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
94391,25-34,F,0,single,3 people,C2,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
37198,25-34,M,1,married,4 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
62405,25-34,F,1,married,4 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
34380,45-64,M,1,married,3 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
45601,35-44,F,1,married,3 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
74748,45-64,F,1,married,5 people,D,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
82619,45-64,M,1,married,5 people,D,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
82618,16-24,F,1,single,5 people,D,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
35074,25-34,F,1,single,5 people,D,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
77692,25-34,F,0,single,2 people,C1,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
63618,45-64,F,0,married,2 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
76745,45-64,M,0,single,2 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
85477,35-44,F,0,single,2 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
57321,45-64,F,0,single,2 people,D,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
87474,25-34,F,0,single,2 people,D,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
44424,45-64,M,0,married,3 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
55243,45-64,F,0,married,3 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
10696,16-24,M,0,single,3 people,C2,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
47377,45-64,F,1,married,3 people,D,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
56113,45-64,M,1,married,3 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93770,45-64,F,0,single,1 person,C1,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
76296,35-44,F,2,married,4 people,D,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
40273,45-64,M,2,married,4 people,D,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
43804,45-64,F,0,married,3 people,C2,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
80113,45-64,M,0,married,3 people,C2,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
92046,16-24,M,0,single,3 people,C2,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
65669,45-64,F,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
55719,45-64,M,0,married,2 people,C1,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
17771,25-34,M,1,married,3 people,AB,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
57430,25-34,F,1,married,3 people,AB,8-29 hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
76688,45-64,M,1,married,5 people,C2,30+ hours per week,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
22116,45-64,F,1,married,5 people,C2,30+ hours per week,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
63228,16-24,M,1,single,5 people,C2,30+ hours per week,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
64120,35-44,F,0,married,2 people,C1,8-29 hours per week,5,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
36518,35-44,M,0,married,2 people,C1,30+ hours per week,5,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
90021,45-64,F,0,single,3 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
91930,25-34,F,0,single,3 people,D,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
44251,16-24,F,0,single,3 people,D,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
65177,45-64,M,0,single,1 person,C1,8-29 hours per week,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
50679,25-34,F,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
24114,25-34,M,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
27874,45-64,F,0,single,2 people,E,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
40833,45-64,M,0,married,2 people,E,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
16858,35-44,F,2,married,5 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
67783,35-44,M,2,married,5 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
46673,35-44,F,1,married,3 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
16635,35-44,M,0,married,1 person,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
87901,35-44,M,1,married,3 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
74244,25-34,F,1,married,3 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
17454,45-64,F,0,married,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
51010,45-64,M,0,married,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
61098,25-34,M,2,married,4 people,C1,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
91353,25-34,F,2,married,4 people,C1,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
82523,35-44,F,0,single,1 person,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
83524,25-34,F,0,married,2 people,D,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
71791,25-34,M,0,married,2 people,D,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
76226,45-64,F,0,married,2 people,AB,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
96678,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
57072,25-34,F,0,single,1 person,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
62293,45-64,M,2,married,6 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
27423,35-44,F,2,married,6 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
30749,16-24,F,2,single,6 people,C1,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
22359,16-24,M,2,single,6 people,C1,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
46911,16-24,F,1,married,3 people,C1,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
50390,25-34,M,1,married,3 people,C1,8-29 hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
73016,45-64,F,0,married,2 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
32578,45-64,M,0,married,2 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
27898,35-44,M,0,single,2 people,C2,30+ hours per week,2,No Digital TV,None,No Multichannel TV,No TV At All
52450,25-34,F,0,married,2 people,C2,30+ hours per week,2,No Digital TV,None,No Multichannel TV,No TV At All
77341,45-64,M,0,single,1 person,C2,No paid work,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
30155,25-34,F,0,single,1 person,E,No paid work,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14517,45-64,M,0,married,3 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
42827,45-64,F,0,married,3 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
73226,16-24,M,0,single,3 people,AB,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
73319,25-34,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
41763,25-34,F,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
22188,25-34,M,0,married,2 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
96824,25-34,F,0,married,2 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
55317,35-44,F,0,single,1 person,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
66200,16-24,F,1,married,4 people,C1,8-29 hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
16827,25-34,M,1,married,4 people,C1,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
42518,45-64,F,0,married,3 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
34177,45-64,M,0,married,3 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
31837,16-24,M,0,single,3 people,AB,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
54329,45-64,F,1,married,4 people,C2,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
82684,35-44,F,1,single,4 people,C2,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
67792,25-34,F,0,single,1 person,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
13759,35-44,F,1,married,3 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
74980,25-34,M,1,married,3 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
73455,35-44,F,0,single,1 person,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
25898,45-64,F,0,married,2 people,C1,No paid work,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
51846,35-44,F,1,married,3 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
12094,35-44,M,1,married,3 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
75749,35-44,F,2,single,6 people,E,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
93279,16-24,F,2,single,6 people,E,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
94401,45-64,M,1,married,6 people,C2,No paid work,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
42979,45-64,F,1,married,6 people,C2,8-29 hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
22933,16-24,F,1,single,6 people,C2,f.t. education / under school,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
25405,16-24,M,1,single,6 people,C2,f.t. education / under school,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
64315,35-44,F,1,married,4 people,C2,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
31432,35-44,M,1,married,4 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
30198,25-34,M,0,single,2 people,AB,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
16308,25-34,F,0,married,2 people,AB,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
21385,35-44,M,2,married,4 people,AB,30+ hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
56650,35-44,F,2,married,4 people,AB,8-29 hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
96315,45-64,M,0,married,2 people,AB,30+ hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15625,45-64,F,0,married,2 people,AB,30+ hours per week,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
43446,35-44,M,1,married,4 people,C2,30+ hours per week,4,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
71316,35-44,F,1,married,4 people,C2,30+ hours per week,4,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
62522,25-34,M,0,married,2 people,AB,8-29 hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
63964,25-34,F,0,married,2 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
11676,35-44,M,0,single,1 person,AB,30+ hours per week,2,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
66290,35-44,F,0,single,1 person,AB,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
34869,35-44,M,0,married,2 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
74187,35-44,F,0,married,2 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
36013,35-44,F,0,married,2 people,D,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
37530,35-44,M,0,married,2 people,D,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
47463,25-34,M,0,married,2 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
81027,25-34,F,0,married,2 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
72400,35-44,F,2,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
32758,35-44,M,2,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
83562,16-24,M,0,single,1 person,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
45160,45-64,M,0,married,2 people,D,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
42773,45-64,F,0,married,2 people,D,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
70522,45-64,M,0,single,2 people,C2,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
37062,35-44,F,2,married,5 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
